scenario,weather,policy,group_dimension,group_value,agents_with_legs,legs,primary_walking,primary_bus,primary_metro,primary_ride_hailing,final_walking,final_bus,final_metro,final_ride_hailing,final_walking_share,final_bus_share,final_metro_share,final_ride_hailing_share,ride_requests,ride_successes,ride_failures,ride_success_rate,mean_successful_ride_pickup_wait_minutes,mean_ride_queue_wait_minutes,fallback_attempts,fallback_successes,transport_unmet_legs,mean_total_travel_time,mean_cumulative_wait_minutes,total_outdoor_exposure_minutes,total_rain_exposure_minutes,total_heat_risk_burden_threshold_26,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,transport_unmet_activities,activity_metric_coverage
E02,W1,C0,age_group,60+,329,717,1,472,156,87,1,472,156,87,0.001394700139470014,0.6582984658298466,0.2175732217573222,0.12133891213389121,87,87,0,1.0,7.85464367816092,0.0,1,0,1,54.93220251396648,7.1825355648535565,12032.306,0.0,169667.113627,416,387,0.9302884615384616,113,113,1.0,1,complete
E02,W1,C0,digital_group,digital,1590,3487,32,1393,1584,478,32,1393,1584,478,0.009176942930886148,0.39948379696013764,0.45425867507886436,0.13708058503011183,478,478,0,1.0,9.234947698744769,0.0,0,0,0,58.87496501290507,7.233669630054488,61982.486999999994,0.0,456733.898377,1917,1896,0.9890453834115805,1394,1393,0.9992826398852224,0,travel_profile_known_plus_elder_roster
E02,W1,C0,digital_group,non_digital,162,352,1,260,63,27,1,260,63,27,0.002840909090909091,0.7386363636363636,0.17897727272727273,0.07670454545454546,27,27,0,1.0,7.0,0.0,1,0,1,57.55482905982905,7.15762784090909,6029.6630000000005,0.0,85762.845133,206,189,0.9174757281553398,60,60,1.0,1,travel_profile_known_plus_elder_roster
E02,W1,C0,elder_status,under_60,1423,3122,32,1181,1491,418,32,1181,1491,418,0.010249839846252402,0.37828315182575273,0.47757847533632286,0.133888532991672,418,418,0,1.0,9.377873205741627,0.0,0,0,0,59.63077866752082,7.236839525944907,55979.844,0.0,372829.6298829999,1707,1698,0.9947275922671354,1341,1340,0.9992542878448919,0,complete_for_elders;under60_travel_profile_known
E02,W1,C0,elder_status,60+,329,717,1,472,156,87,1,472,156,87,0.001394700139470014,0.6582984658298466,0.2175732217573222,0.12133891213389121,87,87,0,1.0,7.85464367816092,0.0,1,0,1,54.93220251396648,7.1825355648535565,12032.306,0.0,169667.113627,416,387,0.9302884615384616,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E02,W1,C0,elder_access_group,60+_digital,167,365,0,212,93,60,0,212,93,60,0.0,0.5808219178082191,0.2547945205479452,0.1643835616438356,60,60,0,1.0,8.239233333333335,0.0,0,0,0,52.4101698630137,7.206556164383562,6002.643,0.0,83904.26849399999,210,198,0.9428571428571428,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E02,W1,C0,elder_access_group,60+_nondigital_assisted,118,256,0,178,51,27,0,178,51,27,0.0,0.6953125,0.19921875,0.10546875,27,27,0,1.0,7.0,0.0,0,0,0,56.12166015625,7.127636718750001,4343.472,0.0,61934.377267,149,138,0.9261744966442953,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E02,W1,C0,elder_access_group,60+_nondigital_unassisted,44,96,1,82,12,0,1,82,12,0,0.010416666666666666,0.8541666666666666,0.125,0.0,0,0,0,,,,1,0,1,61.41684210526315,7.237604166666666,1686.1909999999998,0.0,23828.467866,57,51,0.8947368421052632,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E03,W2,C0,all,all,1699,3687,23,911,1760,992,23,919,1761,983,0.006238133984269053,0.24925413615405478,0.47762408462164363,0.2666124220233252,992,983,9,0.9909274193548387,10.503013824686333,0.27698547345430097,10,9,1,59.94720021703744,8.578097640358015,70110.745,46384.461079,0.0,2133,2035,0.9540553211439288,1454,1443,0.9924346629986245,1,complete
E03,W2,C0,age_group,18-39,763,1717,22,136,894,665,22,142,894,659,0.0128130460104834,0.08270238788584741,0.5206755969714618,0.38380896913220736,665,659,6,0.9909774436090225,10.907986938796155,0.29561863558897217,6,6,0,56.86158415841584,9.145649970879441,32061.737,22467.349145,0.0,1020,975,0.9558823529411765,729,724,0.9931412894375857,0,complete
E03,W2,C0,age_group,40-59,607,1255,0,323,689,243,0,325,690,240,0.0,0.2589641434262948,0.549800796812749,0.19123505976095617,243,240,3,0.9876543209876543,10.166795833333333,0.24691358024691357,3,3,0,65.94973466135458,8.316478087649402,25141.898,19190.454456,0.0,697,674,0.9670014347202296,612,606,0.9901960784313726,0,complete
E03,W2,C0,age_group,60+,329,715,1,452,177,84,1,452,177,84,0.0013986013986013986,0.6321678321678321,0.24755244755244754,0.11748251748251748,84,84,0,1.0,8.286526154761905,0.21646663095238172,1,0,1,56.81669887955182,7.674384615384616,12907.11,4726.657478,0.0,416,386,0.9278846153846154,113,113,1.0,1,complete
E03,W2,C0,digital_group,digital,1535,3332,22,652,1689,969,22,660,1690,960,0.006602641056422569,0.19807923169267708,0.507202881152461,0.28811524609843936,969,960,9,0.9907120743034056,10.539699367361111,0.2647950388716888,9,9,0,60.085654561824725,8.678967587034814,63609.011000000006,44121.435479,0.0,1865,1788,0.9587131367292225,1338,1327,0.9917787742899851,0,travel_profile_known_plus_elder_roster
E03,W2,C0,digital_group,non_digital,164,355,1,259,71,23,1,259,71,23,0.0028169014084507044,0.7295774647887324,0.2,0.0647887323943662,23,23,0,1.0,8.971791173913047,0.7905737826086984,1,0,1,58.64400847457627,7.631340845070423,6501.734,2263.0256,0.0,206,191,0.9271844660194175,60,60,1.0,1,travel_profile_known_plus_elder_roster
E03,W2,C0,elder_status,under_60,1370,2972,22,459,1583,908,22,467,1584,899,0.007402422611036339,0.15713324360699865,0.5329744279946165,0.3024899057873486,908,899,9,0.9900881057268722,10.710116120875048,0.2825841328928045,9,9,0,60.699278936742935,8.795511776581426,57203.634999999995,41657.803601,0.0,1655,1593,0.9625377643504531,1285,1274,0.9914396887159533,0,complete_for_elders;under60_travel_profile_known
E03,W2,C0,elder_status,60+,329,715,1,452,177,84,1,452,177,84,0.0013986013986013986,0.6321678321678321,0.24755244755244754,0.11748251748251748,84,84,0,1.0,8.286526154761905,0.21646663095238172,1,0,1,56.81669887955182,7.674384615384616,12907.11,4726.657478,0.0,416,386,0.9278846153846154,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E03,W2,C0,elder_access_group,60+_digital,165,360,0,193,106,61,0,193,106,61,0.0,0.5361111111111111,0.29444444444444445,0.16944444444444445,61,61,0,1.0,8.028147540983607,0.0,0,0,0,55.019844444444445,7.716830555555556,6405.376,2463.631878,0.0,210,195,0.9285714285714286,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E03,W2,C0,elder_access_group,60+_nondigital_assisted,118,254,0,176,55,23,0,176,55,23,0.0,0.6929133858267716,0.21653543307086615,0.09055118110236221,23,23,0,1.0,8.971791173913047,0.7905737826086984,0,0,0,57.32047244094489,7.6949645669291336,4662.845,1657.8294,0.0,149,137,0.9194630872483222,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E03,W2,C0,elder_access_group,60+_nondigital_unassisted,46,101,1,83,16,0,1,83,16,0,0.009900990099009901,0.8217821782178217,0.15841584158415842,0.0,0,0,0,,,,1,0,1,62.005790000000005,7.471336633663366,1838.8890000000001,605.1962,0.0,57,54,0.9473684210526315,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E04,W0,C1,all,all,1781,3914,44,1698,1617,554,44,1698,1617,554,0.011241696474195196,0.4338272866632601,0.4131323454266735,0.14154317833418498,554,554,0,1.0,9.686574007220218,0.0,1,0,1,58.30590007666753,7.431983903934594,69852.73199999999,0.0,0.0,2133,2126,0.9967182372245663,1454,1453,0.9993122420907841,1,complete
E04,W0,C1,age_group,18-39,788,1808,41,580,826,361,41,580,826,361,0.02267699115044248,0.32079646017699115,0.45685840707964603,0.19966814159292035,361,361,0,1.0,10.094639889196676,0.0,0,0,0,56.60711117256637,7.545961283185842,31970.674000000003,0.0,0.0,1020,1015,0.9950980392156863,729,728,0.9986282578875172,0,complete
E04,W0,C1,age_group,40-59,644,1341,2,592,648,99,2,592,648,99,0.0014914243102162564,0.44146159582401195,0.48322147651006714,0.0738255033557047,99,99,0,1.0,9.979949494949494,0.0,0,0,0,62.73523042505592,7.289982848620431,24855.947999999997,0.0,0.0,697,696,0.9985652797704447,612,612,1.0,0,complete
E04,W0,C1,age_group,60+,349,765,1,526,143,94,1,526,143,94,0.00130718954248366,0.6875816993464052,0.1869281045751634,0.12287581699346405,94,94,0,1.0,7.810446808510639,0.0,1,0,1,54.55155235602094,7.411529411764706,13026.11,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete
E04,W0,C1,digital_group,digital,1606,3533,43,1401,1563,526,43,1401,1563,526,0.012170959524483441,0.3965468440418907,0.44240022643645627,0.14888196999716954,526,526,0,1.0,9.81055133079848,0.0,0,0,0,58.48465185394849,7.439814605151429,63254.0,0.0,0.0,1927,1921,0.9968863518422418,1394,1393,0.9992826398852224,0,travel_profile_known_plus_elder_roster
E04,W0,C1,digital_group,non_digital,175,381,1,297,54,28,1,297,54,28,0.0026246719160104987,0.7795275590551181,0.14173228346456693,0.07349081364829396,28,28,0,1.0,7.357571428571428,0.0,1,0,1,56.64397894736842,7.359370078740158,6598.732,0.0,0.0,206,205,0.9951456310679612,60,60,1.0,1,travel_profile_known_plus_elder_roster
E04,W0,C1,elder_status,under_60,1432,3149,43,1172,1474,460,43,1172,1474,460,0.01365512861225786,0.37218164496665607,0.46808510638297873,0.14607812003810733,460,460,0,1.0,10.069956521739131,0.0,0,0,0,59.216767545252466,7.436953000952683,56826.622,0.0,0.0,1717,1711,0.9965055329062318,1341,1340,0.9992542878448919,0,complete_for_elders;under60_travel_profile_known
E04,W0,C1,elder_status,60+,349,765,1,526,143,94,1,526,143,94,0.00130718954248366,0.6875816993464052,0.1869281045751634,0.12287581699346405,94,94,0,1.0,7.810446808510639,0.0,1,0,1,54.55155235602094,7.411529411764706,13026.11,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E04,W0,C1,elder_access_group,60+_digital,174,384,0,229,89,66,0,229,89,66,0.0,0.5963541666666666,0.23177083333333334,0.171875,66,66,0,1.0,8.002575757575757,0.0,0,0,0,52.480921875,7.463281249999999,6427.378000000001,0.0,0.0,210,210,1.0,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E04,W0,C1,elder_access_group,60+_nondigital_assisted,127,276,0,203,45,28,0,203,45,28,0.0,0.7355072463768116,0.16304347826086957,0.10144927536231885,28,28,0,1.0,7.357571428571428,0.0,0,0,0,55.39353260869566,7.4381521739130445,4778.827,0.0,0.0,149,149,1.0,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E04,W0,C1,elder_access_group,60+_nondigital_unassisted,48,105,1,94,9,0,1,94,9,0,0.009523809523809525,0.8952380952380953,0.08571428571428572,0.0,0,0,0,,,,1,0,1,59.96247115384616,7.152285714285714,1819.905,0.0,0.0,57,56,0.9824561403508771,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E05,W1,C1,all,all,1752,3839,37,1530,1609,662,37,1530,1609,662,0.00963792654337067,0.3985412867934358,0.41911956238603804,0.17244073977598334,662,662,0,1.0,9.483324773413898,0.0,1,0,1,57.66272068785826,7.394753842146393,67004.43400000001,0.0,534099.6282500001,2133,2083,0.976558837318331,1454,1453,0.9993122420907841,1,complete
E05,W1,C1,age_group,18-39,782,1789,35,516,820,418,35,516,820,418,0.01956400223588597,0.2884292901062046,0.45835662381218556,0.23365008384572386,418,418,0,1.0,9.908846889952153,0.0,0,0,0,55.697380100614865,7.599575181665735,31005.506,0.0,191917.485339,1020,1006,0.9862745098039216,729,729,1.0,0,complete
E05,W1,C1,age_group,40-59,641,1333,1,560,645,127,1,560,645,127,0.0007501875468867217,0.42010502625656415,0.4838709677419355,0.09527381845461365,127,127,0,1.0,9.610700787401573,0.0,0,0,0,62.30518904726181,7.232869467366842,24286.433999999997,0.0,177103.907953,697,691,0.9913916786226685,612,611,0.9983660130718954,0,complete
E05,W1,C1,age_group,60+,329,717,1,454,144,117,1,454,144,117,0.001394700139470014,0.6331938633193863,0.200836820083682,0.16317991631799164,117,117,0,1.0,7.824820512820513,0.0,1,0,1,53.93029608938548,7.1846652719665265,11712.493999999999,0.0,165078.23495800002,416,386,0.9278846153846154,113,113,1.0,1,complete
E05,W1,C1,digital_group,digital,1590,3487,36,1275,1553,623,36,1275,1553,623,0.010324060797246917,0.365643819902495,0.4453685116145684,0.1786636076856897,623,623,0,1.0,9.61309951845907,0.0,0,0,0,57.76306968741038,7.426392314310295,61153.485,0.0,451116.292318,1917,1894,0.9880020865936359,1394,1393,0.9992826398852224,0,travel_profile_known_plus_elder_roster
E05,W1,C1,digital_group,non_digital,162,352,1,255,56,39,1,255,56,39,0.002840909090909091,0.7244318181818182,0.1590909090909091,0.11079545454545454,39,39,0,1.0,7.410256410256411,0.0,1,0,1,56.66580626780626,7.081335227272728,5850.9490000000005,0.0,82983.33593199999,206,189,0.9174757281553398,60,60,1.0,1,travel_profile_known_plus_elder_roster
E05,W1,C1,elder_status,under_60,1423,3122,36,1076,1465,545,36,1076,1465,545,0.011531069827033953,0.34465086483023705,0.4692504804612428,0.17456758488148622,545,545,0,1.0,9.839370642201835,0.0,0,0,0,58.51871556694427,7.443002882767457,55291.939999999995,0.0,369021.393292,1707,1697,0.994141769185706,1341,1340,0.9992542878448919,0,complete_for_elders;under60_travel_profile_known
E05,W1,C1,elder_status,60+,329,717,1,454,144,117,1,454,144,117,0.001394700139470014,0.6331938633193863,0.200836820083682,0.16317991631799164,117,117,0,1.0,7.824820512820513,0.0,1,0,1,53.93029608938548,7.1846652719665265,11712.493999999999,0.0,165078.23495800002,416,386,0.9278846153846154,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E05,W1,C1,elder_access_group,60+_digital,167,365,0,199,88,78,0,199,88,78,0.0,0.5452054794520548,0.2410958904109589,0.2136986301369863,78,78,0,1.0,8.032102564102564,0.0,0,0,0,51.299709589041086,7.284315068493151,5861.545,0.0,82094.899026,210,197,0.9380952380952381,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E05,W1,C1,elder_access_group,60+_nondigital_assisted,118,256,0,169,48,39,0,169,48,39,0.0,0.66015625,0.1875,0.15234375,39,39,0,1.0,7.410256410256411,0.0,0,0,0,54.48358203125,7.089769531250001,4198.758,0.0,59634.936401,149,138,0.9261744966442953,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E05,W1,C1,elder_access_group,60+_nondigital_unassisted,44,96,1,86,8,0,1,86,8,0,0.010416666666666666,0.8958333333333334,0.08333333333333333,0.0,0,0,0,,,,1,0,1,62.54632631578947,7.058843750000001,1652.191,0.0,23348.399531,57,51,0.8947368421052632,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E06,W2,C1,all,all,1699,3687,16,872,1736,1062,16,883,1737,1050,0.0043395714673176026,0.2394901003525902,0.47111472742066723,0.2847843775427177,1062,1050,12,0.9887005649717514,10.50196094,0.34284179566854955,13,12,1,59.4659989148128,8.621539191754813,69236.573,45852.626079,0.0,2133,2034,0.9535864978902954,1454,1444,0.9931224209078404,1,complete
E06,W2,C1,age_group,18-39,763,1717,15,128,880,694,15,133,880,689,0.008736167734420501,0.07746068724519511,0.512521840419336,0.4012813046010483,694,689,5,0.9927953890489913,10.806748740686986,0.19919867771373662,5,5,0,56.322457775189285,9.152117647058825,31459.179,22141.068144999997,0.0,1020,975,0.9558823529411765,729,725,0.9945130315500685,0,complete
E06,W2,C1,age_group,40-59,607,1255,0,303,681,271,0,303,681,271,0.0,0.24143426294820716,0.5426294820717131,0.21593625498007968,271,271,0,1.0,10.331464704797046,0.07145363468634633,0,0,0,65.24383266932271,8.324945816733067,24785.585,19002.177456,0.0,697,674,0.9670014347202296,612,606,0.9901960784313726,0,complete
E06,W2,C1,age_group,60+,329,715,1,441,175,97,1,447,176,90,0.0013986013986013986,0.6251748251748251,0.24615384615384617,0.1258741258741259,97,90,7,0.9278350515463918,8.682024107407406,2.128764635738831,8,7,1,56.869750700280115,7.868002797202798,12991.809000000001,4709.380478000001,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete
E06,W2,C1,digital_group,digital,1535,3332,15,615,1664,1038,15,625,1665,1027,0.004501800720288115,0.1875750300120048,0.4996998799519808,0.3082232893157263,1038,1027,11,0.9894026974951831,10.549138242778318,0.31723504367373123,11,11,0,59.5645363145258,8.727744897959184,62731.574,43597.42747899999,0.0,1865,1788,0.9587131367292225,1338,1328,0.992526158445441,0,travel_profile_known_plus_elder_roster
E06,W2,C1,digital_group,non_digital,164,355,1,257,72,24,1,258,72,23,0.0028169014084507044,0.7267605633802817,0.2028169014084507,0.0647887323943662,24,23,1,0.9583333333333334,8.395391811594202,1.4503338194444428,2,1,1,58.53852259887007,7.624701408450703,6504.999,2255.1985999999997,0.0,206,190,0.9223300970873787,60,60,1.0,1,travel_profile_known_plus_elder_roster
E06,W2,C1,elder_status,under_60,1370,2972,15,431,1561,965,15,436,1561,960,0.0050471063257065945,0.14670255720053835,0.525235531628533,0.32301480484522205,965,960,5,0.9948186528497409,10.672580018055555,0.16332416303972339,5,5,0,60.08972745625841,8.802824024226112,56244.764,41143.245601,0.0,1655,1593,0.9625377643504531,1285,1275,0.9922178988326849,0,complete_for_elders;under60_travel_profile_known
E06,W2,C1,elder_status,60+,329,715,1,441,175,97,1,447,176,90,0.0013986013986013986,0.6251748251748251,0.24615384615384617,0.1258741258741259,97,90,7,0.9278350515463918,8.682024107407406,2.128764635738831,8,7,1,56.869750700280115,7.868002797202798,12991.809000000001,4709.380478000001,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E06,W2,C1,elder_access_group,60+_digital,165,360,0,184,103,73,0,189,104,67,0.0,0.525,0.28888888888888886,0.18611111111111112,73,67,6,0.9178082191780822,8.780420268656716,2.3518103835616433,6,6,0,55.22879166666666,8.107925,6486.8099999999995,2454.181878,0.0,210,195,0.9285714285714286,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E06,W2,C1,elder_access_group,60+_nondigital_assisted,118,254,0,173,57,24,0,174,57,23,0.0,0.6850393700787402,0.22440944881889763,0.09055118110236221,24,23,1,0.9583333333333334,8.395391811594202,1.4503338194444428,1,1,0,57.0204094488189,7.703401574803149,4676.110000000001,1664.5414,0.0,149,137,0.9194630872483222,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E06,W2,C1,elder_access_group,60+_nondigital_unassisted,46,101,1,84,15,0,1,84,15,0,0.009900990099009901,0.8316831683168316,0.1485148514851485,0.0,0,0,0,,,,1,0,1,62.39453,7.426782178217822,1828.8890000000001,590.6572,0.0,57,53,0.9298245614035088,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E07,W0,C2,all,all,1781,3914,43,1768,1619,483,43,1768,1619,483,0.010986203372508942,0.4517118037812979,0.41364333163004596,0.1234031681144609,483,483,0,1.0,9.118260869565216,0.0,1,0,1,58.91707973421927,7.269519161982627,69928.592,0.0,0.0,2133,2128,0.9976558837318331,1454,1452,0.9986244841815681,1,complete
E07,W0,C2,age_group,18-39,788,1808,41,679,834,254,41,679,834,254,0.02267699115044248,0.37555309734513276,0.461283185840708,0.1404867256637168,254,254,0,1.0,9.919417322834645,0.0,0,0,0,58.26062831858407,7.286261061946903,32619.579,0.0,0.0,1020,1017,0.9970588235294118,729,728,0.9986282578875172,0,complete
E07,W0,C2,age_group,40-59,644,1341,1,637,659,44,1,637,659,44,0.0007457121551081282,0.4750186428038777,0.49142431021625654,0.03281133482475764,44,44,0,1.0,9.052022727272726,0.0,0,0,0,63.985751677852356,7.142513049962715,25255.035000000003,0.0,0.0,697,696,0.9985652797704447,612,611,0.9983660130718954,0,complete
E07,W0,C2,age_group,60+,349,765,1,452,126,185,1,452,126,185,0.00130718954248366,0.5908496732026144,0.16470588235294117,0.24183006535947713,185,185,0,1.0,8.034048648648648,0.0,1,0,1,51.573853403141364,7.452585620915033,12053.978,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete
E07,W0,C2,digital_group,digital,1606,3533,42,1500,1569,422,42,1500,1569,422,0.011887913954146618,0.42456835550523636,0.4440984998584772,0.11944523068213983,422,422,0,1.0,9.320170616113742,0.0,0,0,0,59.41683272006792,7.258134446645911,63683.065,0.0,0.0,1927,1923,0.9979242345614946,1394,1392,0.9985652797704447,0,travel_profile_known_plus_elder_roster
E07,W0,C2,digital_group,non_digital,175,381,1,268,50,61,1,268,50,61,0.0026246719160104987,0.7034120734908137,0.13123359580052493,0.16010498687664043,61,61,0,1.0,7.7214426229508195,0.0,1,0,1,54.27069210526316,7.375089238845144,6245.527,0.0,0.0,206,205,0.9951456310679612,60,60,1.0,1,travel_profile_known_plus_elder_roster
E07,W0,C2,elder_status,under_60,1432,3149,42,1316,1493,298,42,1316,1493,298,0.013337567481740234,0.417910447761194,0.4741187678628136,0.09463321689425214,298,298,0,1.0,9.791345637583893,0.0,0,0,0,60.698669101302,7.225046046363924,57874.614,0.0,0.0,1717,1713,0.9976703552708212,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E07,W0,C2,elder_status,60+,349,765,1,452,126,185,1,452,126,185,0.00130718954248366,0.5908496732026144,0.16470588235294117,0.24183006535947713,185,185,0,1.0,8.034048648648648,0.0,1,0,1,51.573853403141364,7.452585620915033,12053.978,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E07,W0,C2,elder_access_group,60+_digital,174,384,0,184,76,124,0,184,76,124,0.0,0.4791666666666667,0.19791666666666666,0.3229166666666667,124,124,0,1.0,8.187830645161291,0.0,0,0,0,48.905106770833335,7.529476562500001,5808.451,0.0,0.0,210,210,1.0,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E07,W0,C2,elder_access_group,60+_nondigital_assisted,127,276,0,173,42,61,0,173,42,61,0.0,0.6268115942028986,0.15217391304347827,0.2210144927536232,61,61,0,1.0,7.7214426229508195,0.0,0,0,0,52.046521739130434,7.44929347826087,4431.121999999999,0.0,0.0,149,149,1.0,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
